date,warehouse_id,region,orders,shipment_weight,workers,scanner_used,processing_time
2023-01-14,WH_1,South,136,383.8840421678765,11,1,18.71217568912809
2023-01-14,WH_2,East,91,154.2583149868833,7,1,21.503517626231478
2023-01-14,WH_3,East,111,269.7512823818158,9,1,25.074365711492693
2023-01-15,WH_1,East,122,361.12384894938776,10,0,36.68148752734091
2023-01-15,WH_2,East,129,305.5871104124227,10,1,19.71057674093064
2023-01-15,WH_3,East,138,276.08044594244024,11,1,30.08716377740454
2023-01-16,WH_1,East,99,210.81505438077104,8,1,17.924518104392277
2023-01-16,WH_2,West,87,167.47181099969154,7,1,27.16606800361483
2023-01-16,WH_3,North,90,241.55588181706568,7,1,24.756073743086805
2023-01-17,WH_1,East,91,254.8325830981569,7,1,22.290463051901988
2023-01-17,WH_2,West,93,277.7105745775542,7,1,23.726053623786722
2023-01-17,WH_3,North,118,246.0737251368303,9,1,19.676344909118196
2023-01-18,WH_1,North,111,321.4651736268907,9,1,20.417934271384695
2023-01-18,WH_2,South,144,371.0770910839098,12,1,28.528342321086157
2023-01-18,WH_3,North,142,216.24009582738088,11,1,31.67503584162457
2023-01-19,WH_1,North,118,270.77126156524423,9,0,26.237339501141356
2023-01-19,WH_2,North,101,249.56789413352902,8,1,27.866600580290626
2023-01-19,WH_3,South,124,261.8180790043864,10,1,23.937722556802242
2023-01-20,WH_1,North,110,239.16421634892023,9,1,16.610641447555484
2023-01-20,WH_2,North,97,202.61123793076138,8,0,35.82125630662425
2023-01-20,WH_3,East,117,255.39645884817386,9,1,18.721650227714278
2023-01-21,WH_1,West,116,182.78952214169468,9,0,35.88498217783046
2023-01-21,WH_2,North,137,236.282880334939,11,0,37.004732457725986
2023-01-21,WH_3,North,120,349.9393836857716,10,1,17.215312338588443
2023-01-22,WH_1,South,82,137.076804180069,6,0,35.45099409824614
2023-01-22,WH_2,South,117,257.1885385901491,9,1,19.31991197057471
2023-01-22,WH_3,East,118,286.81194307458986,9,1,28.11557871357622
2023-01-23,WH_1,West,124,186.36858961086554,10,1,23.50376132704971
2023-01-23,WH_2,West,128,350.2596533195939,10,1,22.276675418500314
2023-01-23,WH_3,East,110,241.29052079668628,9,1,28.30522576903228
2023-01-24,WH_1,South,107,202.0176704255841,8,1,19.471849455447355
2023-01-24,WH_2,North,120,196.53918142818495,10,1,30.793444531613424
2023-01-24,WH_3,South,100,240.394880156785,8,1,18.3371071832924
2023-01-25,WH_1,West,131,255.3157012266794,10,1,27.75765304219005
2023-01-25,WH_2,East,122,291.0177831072139,10,1,26.905583620931793
2023-01-25,WH_3,West,117,307.8356148926813,9,1,32.03469548730067
2023-01-26,WH_1,North,91,167.22702495193974,7,1,28.297962051018402
2023-01-26,WH_2,East,98,264.6664714961331,8,1,32.051736510204236
2023-01-26,WH_3,South,81,207.8752797329093,6,0,39.730439855846065
2023-01-27,WH_1,South,110,214.30818691292328,9,1,31.926854035207903
2023-01-27,WH_2,North,94,272.8007957889264,7,1,24.108320003316994
2023-01-27,WH_3,East,117,322.8621515621277,9,1,28.136146739424387
2023-01-28,WH_1,East,135,400.00556390284845,11,1,26.99891609001627
2023-01-28,WH_2,North,101,293.1499906722042,8,1,20.993537276270285
2023-01-28,WH_3,West,148,340.7080505186023,12,1,21.77642920479545
2023-01-29,WH_1,South,83,225.300206249225,6,1,20.731130198434357
2023-01-29,WH_2,East,93,243.58444987101956,7,0,34.76556373141277
2023-01-29,WH_3,South,117,263.3604346179843,9,0,25.86730909453682
2023-01-30,WH_1,North,100,195.47053781013017,8,1,27.314266293351565
2023-01-30,WH_2,North,105,300.850035424586,8,1,25.95832169795539
2023-01-30,WH_3,South,88,141.8786125695405,7,0,36.74968326043242
2023-01-31,WH_1,South,127,247.53253794693364,10,0,33.19903685222458
2023-01-31,WH_2,South,148,239.9482413443769,12,0,37.134163219758314
2023-01-31,WH_3,West,149,329.31763620087736,12,1,30.75380597339491
2023-02-01,WH_1,South,114,331.5898741006953,9,0,34.09837446133392
2023-02-01,WH_2,North,149,245.59602999989664,12,0,33.32208869660874
2023-02-01,WH_3,South,99,279.98064862320973,8,1,19.70610874127275
2023-02-02,WH_1,East,115,316.6353175730144,9,1,23.387493161147724
2023-02-02,WH_2,North,144,307.0708576411564,12,1,31.17817453048414
2023-02-02,WH_3,East,86,250.17481929786885,7,1,20.83525223753111
2023-02-03,WH_1,South,144,349.3163787494316,12,1,22.74505492945572
2023-02-03,WH_2,West,149,431.41055200882676,12,0,33.673208142068475
2023-02-03,WH_3,West,142,224.10467263330068,11,1,21.10062820506054
2023-02-04,WH_1,West,116,328.0606722319506,9,0,38.17437961990278
2023-02-04,WH_2,North,95,175.2458337362859,7,1,34.503308023145806
2023-02-04,WH_3,North,144,381.66011697207114,12,1,19.375864265452233
2023-02-05,WH_1,North,98,202.89758965959723,8,0,36.887507917504
2023-02-05,WH_2,North,111,327.7746420543999,9,1,29.599779189102364
2023-02-05,WH_3,West,92,227.6744233314714,7,0,33.91274029375023
2023-02-06,WH_1,South,148,253.82254666390355,12,1,24.31593969727732
2023-02-06,WH_2,South,130,295.4042146412009,10,0,36.6643751995973
2023-02-06,WH_3,South,101,172.30105740435488,8,0,29.109484888302415
2023-02-07,WH_1,South,116,255.2373629917317,9,1,31.316468644853906
2023-02-07,WH_2,North,102,190.5674029101578,8,1,32.3210409619846
2023-02-07,WH_3,North,147,246.96162848937752,12,0,37.36879024969485
2023-02-08,WH_1,East,103,162.6449128755237,8,0,26.29051559333272
2023-02-08,WH_2,South,131,210.5780213024962,10,1,17.990274474928423
2023-02-08,WH_3,West,87,260.0147544828494,7,1,23.88760074265225
2023-02-09,WH_1,West,86,140.93949558396613,7,1,19.338033020098297
2023-02-09,WH_2,North,85,205.36359116917168,7,1,21.309507711338888
2023-02-09,WH_3,West,130,325.7119494972021,10,1,27.265284717465143
2023-02-10,WH_1,East,115,316.5008725916034,9,0,26.234482302654737
2023-02-10,WH_2,North,135,390.71501201518834,11,0,39.58525234928156
2023-02-10,WH_3,North,106,227.03822009658217,8,1,17.099012831134374
2023-02-11,WH_1,North,132,294.4233174027276,11,0,37.260901420193505
2023-02-11,WH_2,North,123,289.58584720216896,10,0,31.168741252880327
2023-02-11,WH_3,South,85,197.50674334650103,7,1,18.70552996081398
2023-02-12,WH_1,North,86,150.84174697410313,7,1,21.330671281441763
2023-02-12,WH_2,West,97,154.52623111269446,8,0,33.863135308699384
2023-02-12,WH_3,West,113,290.29565834029944,9,1,33.44627436068545
2023-02-13,WH_1,South,113,338.3949619182222,9,0,39.7770938974738
2023-02-13,WH_2,South,132,392.78562349188576,11,0,26.153449485363225
2023-02-13,WH_3,South,137,243.2353893866875,11,0,28.472084439591335
2023-02-14,WH_1,South,93,272.39413803413254,7,1,21.17769684119804
2023-02-14,WH_2,South,117,338.5983102297384,9,1,30.549616221843998
2023-02-14,WH_3,South,146,331.1680829781906,12,0,28.534923952971177
2023-02-15,WH_1,South,88,225.40766689587397,7,1,20.213095172348886
2023-02-15,WH_2,West,89,245.4041509204164,7,1,20.932545177071635
2023-02-15,WH_3,West,94,239.83665036541663,7,1,25.800070695818686
2023-02-16,WH_1,South,147,346.3163696978912,12,1,22.0348827766867
2023-02-16,WH_2,West,86,191.0696695836153,7,1,27.640188483935024
2023-02-16,WH_3,North,134,232.083515803346,11,1,25.887183906600796
2023-02-17,WH_1,South,131,262.7112203660135,10,0,30.02091849044386
2023-02-17,WH_2,South,107,272.93216816320177,8,1,29.557213671236752
2023-02-17,WH_3,North,82,240.94164777279153,6,0,30.19520536734887
2023-02-18,WH_1,West,103,293.8777631393831,8,1,28.222027107530344
2023-02-18,WH_2,North,134,394.8625052579913,11,1,26.75404406072
2023-02-18,WH_3,West,85,195.17341870704215,7,1,22.072738448786094
2023-02-19,WH_1,East,145,260.12377466784153,12,1,20.974154799710014
2023-02-19,WH_2,West,87,236.82578276541307,7,0,38.50506964907025
2023-02-19,WH_3,East,136,297.44804338157616,11,1,17.408764635083593
2023-02-20,WH_1,North,119,302.81692601136876,9,0,38.3545092364339
2023-02-20,WH_2,North,136,218.60649776048288,11,1,28.334059700283667
2023-02-20,WH_3,North,130,326.2875313422093,10,1,24.709520790479345
2023-02-21,WH_1,North,127,328.91573593505296,10,1,24.393261277416176
2023-02-21,WH_2,North,94,144.54163721610283,7,1,23.54403044890986
2023-02-21,WH_3,South,135,375.67476377042743,11,0,32.86948625969312
2023-02-22,WH_1,West,135,236.9601745265904,11,1,31.20398777590234
2023-02-22,WH_2,East,126,222.41737129015667,10,1,30.924680606411513
2023-02-22,WH_3,North,119,310.4283217567349,9,0,25.210428156030005
2023-02-23,WH_1,West,100,196.51866761266567,8,0,28.285683584251295
2023-02-23,WH_2,South,141,401.2164722630366,11,0,33.29008122907106
2023-02-23,WH_3,North,126,267.0098019284715,10,1,19.653813903125048
2023-02-24,WH_1,North,107,244.895104250502,8,1,27.758129045427292
2023-02-24,WH_2,East,99,255.4683336456011,8,1,18.435896915038782
2023-02-24,WH_3,South,83,199.05179984175606,6,1,21.806351919943367
2023-02-25,WH_1,North,115,230.85121759478645,9,1,19.798417684456787
2023-02-25,WH_2,East,85,129.85103720279906,7,1,26.07024129259593
2023-02-25,WH_3,East,100,248.40825715670033,8,1,32.58244264561152
2023-02-26,WH_1,North,128,294.17251625938206,10,1,26.105228567155844
2023-02-26,WH_2,North,93,163.0763655868143,7,1,21.926327128200874
2023-02-26,WH_3,East,112,207.1875604265953,9,1,23.42440794472278
2023-02-27,WH_1,South,104,202.74283868835838,8,1,21.552796716299703
2023-02-27,WH_2,South,123,207.4039493918324,10,1,29.142300813351408
2023-02-27,WH_3,North,96,159.02534403450244,8,1,22.27229042127249
2023-02-28,WH_1,East,123,339.29059750111304,10,1,27.695562567272223
2023-02-28,WH_2,North,147,314.2192140125544,12,1,29.481850096833032
2023-02-28,WH_3,North,136,343.85454753455167,11,1,30.24447911133682
2023-03-01,WH_1,North,84,230.0256006265631,7,0,38.61611118085309
2023-03-01,WH_2,East,143,425.5157111444864,11,1,30.30065302263687
2023-03-01,WH_3,South,82,152.82169971157015,6,1,32.697453024591745
2023-03-02,WH_1,West,99,221.24620474147065,8,1,31.614427318438246
2023-03-02,WH_2,South,99,168.32309273307644,8,0,28.08161663204017
2023-03-02,WH_3,South,86,223.51749430059218,7,1,25.701665759629023
2023-03-03,WH_1,North,124,219.33746046316136,10,1,22.81516876039407
2023-03-03,WH_2,North,85,178.23781553260284,7,1,24.22919860811438
2023-03-03,WH_3,South,141,233.83158973260953,11,0,27.457288644611346
2023-03-04,WH_1,North,137,370.49740647618023,11,0,37.882098805947024
2023-03-04,WH_2,East,98,156.4886302765869,8,0,37.817198874346424
2023-03-04,WH_3,North,137,387.66817032969334,11,0,26.73346358061842
2023-03-05,WH_1,North,120,267.17081133892805,10,1,19.962741238124856
2023-03-05,WH_2,North,141,258.3335663347904,11,1,23.81604304874078
2023-03-05,WH_3,West,95,184.48096572752357,7,1,31.26009121322869
2023-03-06,WH_1,East,132,230.0648453178642,11,1,33.91961120934112
2023-03-06,WH_2,North,122,273.06752431909473,10,0,28.404812050143416
2023-03-06,WH_3,West,115,221.43504751976866,9,1,28.20408689228961
2023-03-07,WH_1,North,131,227.04409500608475,10,1,29.303204229321434
2023-03-07,WH_2,East,132,278.1826256293897,11,1,24.157469844327803
2023-03-07,WH_3,East,109,203.01242087793364,9,0,28.79082366109732
2023-03-08,WH_1,East,136,350.91686814226085,11,1,30.35923837514079
2023-03-08,WH_2,North,114,331.03485987582724,9,0,36.49280174975257
2023-03-08,WH_3,South,93,190.4651680662951,7,1,21.56624823164775
2023-03-09,WH_1,East,100,200.10096978230098,8,1,25.44245586016887
2023-03-09,WH_2,North,129,367.934565900211,10,0,26.370169223611178
2023-03-09,WH_3,South,119,297.0541391965488,9,1,24.890290270207547
2023-03-10,WH_1,West,98,208.66277836370662,8,1,17.207371736905763
2023-03-10,WH_2,East,142,373.5772763277094,11,1,21.97852332110839
2023-03-10,WH_3,West,97,246.56767011348626,8,1,30.574972676513973
2023-03-11,WH_1,North,82,143.28124154635054,6,1,31.406603986804733
2023-03-11,WH_2,West,143,260.9469541416145,11,1,25.58190577779969
2023-03-11,WH_3,South,92,228.84869053856994,7,1,26.510784545073292
2023-03-12,WH_1,East,134,324.51511676546306,11,1,18.935101442093558
2023-03-12,WH_2,South,144,336.2961521299374,12,1,19.935766643886147
2023-03-12,WH_3,South,85,207.36493235304624,7,0,26.355218595357794
2023-03-13,WH_1,West,142,421.00118679210556,11,1,22.58301731199936
2023-03-13,WH_2,North,84,168.4075975011889,7,1,25.587147731414888
2023-03-13,WH_3,North,95,202.7137218291741,7,1,19.28454243216462
2023-03-14,WH_1,North,98,254.7873707402597,8,1,25.40496753935057
2023-03-14,WH_2,East,130,383.4077501182806,10,1,23.294569495462163
2023-03-14,WH_3,East,83,209.6463802964225,6,1,19.904840700326865
2023-03-15,WH_1,West,101,288.20086256343126,8,0,31.065409648406753
2023-03-15,WH_2,South,121,336.25797337241397,10,1,19.757913636481817
2023-03-15,WH_3,West,137,405.14500023057104,11,0,34.96324190659686
2023-03-16,WH_1,South,89,142.70287936870312,7,1,20.70905491341155
2023-03-16,WH_2,North,126,298.2971776988196,10,1,28.038613777359938
2023-03-16,WH_3,North,148,255.8739268051489,12,1,23.422238657470714
2023-03-17,WH_1,West,95,149.3588365992404,7,1,23.21051673288234
2023-03-17,WH_2,North,141,413.6630408843735,11,1,29.16682741878194
2023-03-17,WH_3,South,131,313.12228174164824,10,1,24.868928994593766
2023-03-18,WH_1,East,121,355.45300429466795,10,1,27.726955899963098
2023-03-18,WH_2,North,140,386.0411180196963,11,1,25.63741085199159
2023-03-18,WH_3,East,98,169.93033874534152,8,0,30.62009731372202
2023-03-19,WH_1,North,146,229.13874991663656,12,0,35.30661539952641
2023-03-19,WH_2,North,122,274.35925014700666,10,1,20.30405414884715
2023-03-19,WH_3,South,91,228.8780820628302,7,0,31.54595068617001
2023-03-20,WH_1,North,93,183.79284426177028,7,1,29.52703821403368
2023-03-20,WH_2,South,112,186.78155776052625,9,1,32.16295104495088
2023-03-20,WH_3,North,80,156.25221823100318,6,1,21.384174938031762
2023-03-21,WH_1,North,115,208.45171597198424,9,1,24.08928690744329
2023-03-21,WH_2,North,130,311.86969495669524,10,0,27.339561373661862
2023-03-21,WH_3,South,103,270.6630466132629,8,1,24.642010871630404
2023-03-22,WH_1,West,82,154.44531398803923,6,1,24.310407716272188
2023-03-22,WH_2,North,84,152.14766575009065,7,0,32.281076618572044
2023-03-22,WH_3,North,139,351.41957824309003,11,0,28.860183457175744
2023-03-23,WH_1,South,106,180.76190640362574,8,1,21.042699994226716
2023-03-23,WH_2,South,134,367.1351656835324,11,1,19.00140985930613
2023-03-23,WH_3,South,146,389.18817953708066,12,1,19.924856731497627
2023-03-24,WH_1,West,118,228.5707511549667,9,1,19.6631926222596
2023-03-24,WH_2,South,108,236.4019768002336,9,1,31.92227187564533
2023-03-24,WH_3,South,143,269.8272317553857,11,1,27.71290998413604
2023-03-25,WH_1,West,140,279.9789922579373,11,0,27.50013686695088
2023-03-25,WH_2,North,127,265.748370677845,10,1,28.413825535159532
2023-03-25,WH_3,South,110,329.64708900371386,9,0,36.580723537669954
2023-03-26,WH_1,East,140,277.9863247128692,11,1,25.14405990172269
2023-03-26,WH_2,North,127,275.67729435311225,10,1,25.373791989243298
2023-03-26,WH_3,West,138,305.61652470296843,11,1,18.65551674688668
2023-03-27,WH_1,South,136,293.36888006343133,11,0,38.43796608742477
2023-03-27,WH_2,East,107,173.00457234482107,8,1,24.5719694454732
2023-03-27,WH_3,West,81,122.11521443864392,6,1,19.274304692910952
2023-03-28,WH_1,West,140,346.4010906137483,11,0,38.76763773028159
2023-03-28,WH_2,East,86,238.3361486942147,7,1,19.84052839140938
2023-03-28,WH_3,North,112,322.50427133329964,9,1,28.291192188549736
2023-03-29,WH_1,West,135,295.4931128131104,11,1,34.76247748565418
2023-03-29,WH_2,West,102,205.47718326246027,8,1,23.65931342109145
2023-03-29,WH_3,South,112,217.38191739932162,9,1,28.525221661816925
2023-03-30,WH_1,East,121,258.05362660923686,10,1,30.75076119828659
2023-03-30,WH_2,South,88,254.3424102305701,7,1,31.09643039571673
2023-03-30,WH_3,West,105,215.36369919477912,8,0,33.060484513883694
2023-03-31,WH_1,North,106,302.09296479266874,8,1,18.495529350556623
2023-03-31,WH_2,East,149,445.8574606371826,12,1,34.247008073072124
2023-03-31,WH_3,East,146,423.1564149785995,12,1,29.23356921431075
2023-04-01,WH_1,West,138,311.28726504709664,11,1,28.96437535583105
2023-04-01,WH_2,North,90,176.1906264308879,7,1,23.868085701964816
2023-04-01,WH_3,North,106,297.3647190197293,8,1,24.48482329418588
2023-04-02,WH_1,South,144,381.8475385098037,12,1,21.543159345507007
2023-04-02,WH_2,East,90,192.08166790569427,7,1,26.227103741836927
2023-04-02,WH_3,West,103,265.89753827907566,8,1,31.094860970514222
2023-04-03,WH_1,West,149,307.34375171737025,12,1,23.26750249428097
2023-04-03,WH_2,East,83,218.49605242034477,6,0,33.282925627018166
2023-04-03,WH_3,North,143,271.1550733047867,11,1,18.992921763362027
2023-04-04,WH_1,South,133,372.20143020913827,11,1,30.944655767429335
2023-04-04,WH_2,North,82,132.96478902489446,6,1,27.652574729908295
2023-04-04,WH_3,West,123,274.82684850640544,10,0,36.58434935095961
2023-04-05,WH_1,South,130,310.0461842201851,10,1,33.34679287650054
2023-04-05,WH_2,East,133,344.1733595219977,11,1,19.98874815677234
2023-04-05,WH_3,North,90,187.90281890290197,7,1,18.886416236122926
2023-04-06,WH_1,South,90,163.7934519312597,7,1,22.927202041689892
2023-04-06,WH_2,East,111,238.19488442317697,9,1,28.127935269915042
2023-04-06,WH_3,West,92,225.26342610874076,7,1,27.86111511327397
2023-04-07,WH_1,East,139,405.2901129422856,11,0,34.7318521292423
2023-04-07,WH_2,North,117,227.29003818093878,9,1,32.814531187057234
2023-04-07,WH_3,West,136,385.2107696774851,11,1,32.43267977035484
2023-04-08,WH_1,South,91,188.09353803922582,7,0,39.15560922655005
2023-04-08,WH_2,West,80,157.57627208872978,6,1,31.305207871078977
2023-04-08,WH_3,North,88,154.46729481274124,7,1,26.112779394007834
2023-04-09,WH_1,South,125,193.77935836923172,10,0,28.225078688718934
2023-04-09,WH_2,North,98,224.89915729625613,8,1,22.251267774841423
2023-04-09,WH_3,West,145,217.60771128310424,12,1,18.371150616305666
2023-04-10,WH_1,South,87,221.9211463475853,7,0,39.89832693562607
2023-04-10,WH_2,East,139,270.7709825027443,11,1,23.52673042194916
2023-04-10,WH_3,East,120,192.0653958788257,10,0,37.94582804992589
2023-04-11,WH_1,West,95,195.89094139291487,7,0,26.57433931255402
2023-04-11,WH_2,East,121,276.35882148603747,10,1,26.238861236594786
2023-04-11,WH_3,North,95,251.0992118217663,7,0,39.64724637781462
2023-04-12,WH_1,South,122,199.7468703415674,10,0,35.84494434739346
2023-04-12,WH_2,East,145,263.61169206601204,12,0,27.27903269115065
2023-04-12,WH_3,North,87,141.70356066729687,7,1,30.614513925190344
2023-04-13,WH_1,North,83,242.88898872638285,6,1,24.2291945236688
2023-04-13,WH_2,East,121,324.6605067966444,10,1,20.980458420103275
2023-04-13,WH_3,South,141,414.44863251426887,11,0,27.801085364597466
2023-04-14,WH_1,East,138,312.46701005160656,11,1,27.67061490914827
2023-04-14,WH_2,East,117,195.71496310340854,9,1,18.737096716975834
2023-04-14,WH_3,North,137,211.2297418967829,11,0,26.750525639692754
2023-04-15,WH_1,East,115,196.27849286098206,9,0,26.873863022644528
2023-04-15,WH_2,North,113,263.9831689396423,9,1,20.781390674049796
2023-04-15,WH_3,South,124,241.8786067904349,10,1,17.192457763167518
2023-04-16,WH_1,South,115,265.4966715934449,9,1,31.361023745338297
2023-04-16,WH_2,West,143,424.1868503472958,11,1,30.074545976206203
2023-04-16,WH_3,West,119,235.48191245649136,9,1,19.280757836667558
2023-04-17,WH_1,North,130,220.79846733195106,10,1,28.00361960185313
2023-04-17,WH_2,North,96,235.47642628894215,8,1,29.060192402796215
2023-04-17,WH_3,North,82,222.82859536657907,6,1,28.35875753910175
2023-04-18,WH_1,South,124,204.3231626556729,10,1,23.92062070777157
2023-04-18,WH_2,East,103,182.81362175413153,8,1,21.696736618948194
2023-04-18,WH_3,West,142,321.1049243654764,11,1,25.429690286127446
2023-04-19,WH_1,East,135,372.79743928739686,11,1,25.924779482706178
2023-04-19,WH_2,North,100,296.20008650993236,8,1,27.140435871467687
2023-04-19,WH_3,South,108,294.8128054827632,9,0,34.68584197062013
2023-04-20,WH_1,East,100,261.216820003124,8,1,25.70681230093188
2023-04-20,WH_2,South,120,294.34838550463854,10,1,33.109307511407664
2023-04-20,WH_3,East,132,332.61635359423906,11,1,21.16771929328167
2023-04-21,WH_1,East,81,131.30012664187075,6,1,23.180651441027887
2023-04-21,WH_2,North,125,306.591765953664,10,1,22.984327199350233
2023-04-21,WH_3,East,126,346.93685319010706,10,1,19.863677088825472
2023-04-22,WH_1,West,125,339.66006739593155,10,1,28.01081420333897
2023-04-22,WH_2,North,141,309.49723311937106,11,1,27.444509124010118
2023-04-22,WH_3,North,104,157.1183353641642,8,1,24.120185855316432
2023-04-23,WH_1,East,149,330.1445076945856,12,1,20.048223318364023
2023-04-23,WH_2,South,99,157.01162097921602,8,1,25.07723540637498
2023-04-23,WH_3,South,125,265.97545491856187,10,0,33.22832418445641
2023-04-24,WH_1,West,117,287.3006849193092,9,0,32.77027563291567
2023-04-24,WH_2,North,103,297.54532797158015,8,1,25.290777908818853
2023-04-24,WH_3,South,109,248.00595266185493,9,0,28.1499073374846
2023-04-25,WH_1,South,118,198.56692998416392,9,1,32.72304754242809
2023-04-25,WH_2,West,117,333.0064516212193,9,0,26.83628155412112
2023-04-25,WH_3,South,91,194.35656769437028,7,1,21.111867444919483
2023-04-26,WH_1,South,110,203.71474047148166,9,0,31.969357538183914
2023-04-26,WH_2,West,144,306.79938480370544,12,1,21.927659480913036
2023-04-26,WH_3,West,100,281.74186164839966,8,1,27.558056561169295
2023-04-27,WH_1,South,103,231.80847100605027,8,1,26.422801349454623
2023-04-27,WH_2,East,84,137.58445934158132,7,1,19.202399906828358
2023-04-27,WH_3,East,109,315.4390619246661,9,0,27.44002539021587
2023-04-28,WH_1,West,117,227.70502625100528,9,1,31.65385556848775
2023-04-28,WH_2,West,94,196.64641593074464,7,0,32.252141357533624
2023-04-28,WH_3,North,146,413.88443742910874,12,1,30.583302140664472
2023-04-29,WH_1,West,96,235.5545851919835,8,0,28.301916320334865
2023-04-29,WH_2,West,108,313.35983509933516,9,1,19.932634855082895
2023-04-29,WH_3,East,144,411.8657248793439,12,0,36.21921178958241
2023-04-30,WH_1,West,143,370.24290737993596,11,1,21.40684063410641
2023-04-30,WH_2,West,133,358.11011081688605,11,1,25.990401948714826
2023-04-30,WH_3,West,115,309.8166912839511,9,1,26.01910476703846
2023-05-01,WH_1,West,88,164.1254948728545,7,1,29.38562993916437
2023-05-01,WH_2,East,82,128.75865882189072,6,1,33.3766573030396
2023-05-01,WH_3,West,82,196.09931076489352,6,1,18.598177783940976
2023-05-02,WH_1,West,145,293.64931063373314,12,1,29.3264030227398
2023-05-02,WH_2,North,80,127.94503536211477,6,1,16.859130616875607
2023-05-02,WH_3,West,135,257.1041099429309,11,1,28.327187490032617
2023-05-03,WH_1,East,92,256.29791383395025,7,1,19.099607030629738
2023-05-03,WH_2,East,139,241.6592225417601,11,1,18.87339090233598
2023-05-03,WH_3,South,131,359.01850069303987,10,1,28.2482045791112
2023-05-04,WH_1,East,115,220.9156405993234,9,1,24.430433898985015
2023-05-04,WH_2,East,96,226.013087759648,8,0,32.64638519377407
2023-05-04,WH_3,North,136,238.3208908002713,11,1,20.668630615296994
2023-05-05,WH_1,West,113,260.693363142502,9,1,30.348142012943498
2023-05-05,WH_2,East,93,258.3259326439131,7,1,20.161371954984936
2023-05-05,WH_3,East,131,277.47168089009153,10,0,27.32403233405006
2023-05-06,WH_1,South,149,236.58695107953307,12,0,29.486144178779966
2023-05-06,WH_2,South,122,224.07540880939044,10,1,28.026921821995064
2023-05-06,WH_3,East,137,275.44371416801533,11,0,36.688296953542434
2023-05-07,WH_1,North,129,255.3321271165942,10,1,27.62407557065785
2023-05-07,WH_2,West,131,326.7808568392365,10,0,29.390184463614453
2023-05-07,WH_3,South,139,380.85887358969273,11,1,30.16659974681666
2023-05-08,WH_1,West,142,271.310892833542,11,1,28.816938640034742
2023-05-08,WH_2,South,80,120.55753252278839,6,1,29.392650652679897
2023-05-08,WH_3,North,86,169.34521996887756,7,0,38.047568689389394
2023-05-09,WH_1,East,147,289.21429764053966,12,1,19.78775273344982
2023-05-09,WH_2,South,102,167.9116486162702,8,0,34.493144594212694
2023-05-09,WH_3,West,116,264.4423919452368,9,1,28.168547416108055
